.70984721,.1,.5555191,.41825426,.39349058,.59359258,.27915445,.27576226,.33952418,.55256093,.55733645,.43627429,.68587196,.28328222,.32009712,.23507918,.40185344,.2425721,.35476059,.30648071,.17190823,.29900712,.31314152,.34568954,.29206923,.2495952,.37676182,.38051191,.34486237,.20116611,.30830491,.49451846,.13712592,.41226909,.33601958,.32424769,.26460314,.18130739,.22508422,.2701993,.55063891,.3122443,.30872947,.31581372,.24053839,.28136572,.11560976,.43668309,.27132243,.30465317,.37292889,.40462598,.4415518,.42474213,.22818613,.33333239,.30882281,.41243708,.25766718,.16631444,.44624493,.61126637,.49528587,.36283076,.33492655,.39629441,.23730893,.45601577,.22009209,.57141787,.33971789,.3347463,.21084753,.36928746,.56253636,.35851818,.22227749,.29555297,.3217448,.4223018,.1884318,.40730426,.33885044,.3654682,.30305868,.30305868,.31727582,.32761508,.35314843,.36303121,.38971549,.45598397,.35327011,.45236307,.45815739,.35624054,.44166663,.33566791,.37216362,.37056479,.43771377,.41569233,.40152377,.55484533,.53743583,.38283309,.35134479,.40163606,.18196182,.41444463,.40586492,.45762876,.41773468,.50351346,.34756225,.31704679,.45255324,.46819156,.36250669,.48473001,.56473988,.45019668,.40877199,.415479,.33565521,.38467842,.33383277,.6384055,.54140884,.33479849,.52980453,.27790704,.35486823,.34172657,.31300825,.36188641,.60801685,.55821598,.52870315,.37930363,.40297806,.39778656,.30874228,.41376632,.39777115,.37372386,.38207406,.4879531,.41511634,.36529058,.39863423,.49695581,.35415122,.54622138,.72851473,.46271402,.33986977,.34794739,.38510922,.34867698,0
.42461801,.89999998,.4017486,.37185085,.21564834,.5005284,.48079062,.48947987,.46560922,.50353658,.30500883,.27142698,.44896251,.48324087,.45188832,.35650378,.38144717,.16047175,.36703467,.44771609,.19426624,.36749849,.31426078,.38027114,.25115916,.30204424,.39319116,.45751441,.37182775,.16925867,.26124597,.32444337,.14224197,.29497778,.42888194,.31273788,.31244236,.16033587,.30541754,.36500007,.44192928,.27868298,.39597276,.3324272,.24602257,.37355998,.2795122,.49969628,.20793314,.30726579,.2982077,.48152187,.32269177,.51488197,.33892018,.48833665,.30666405,.43968338,.2741847,.30962569,.4119786,.60902292,.50105822,.34560949,.3268604,.38462052,.20532703,.42124662,.54164302,.55248344,.33547384,.27136272,.24541566,.34961778,.43319505,.32202905,.36466056,.30491194,.30977258,.346513,.55270857,.41410413,.34116936,.45028922,.33656281,.33656281,.35348728,.47089833,.49303257,.2878795,.44879657,.45893857,.23345971,.60167885,.54987335,.30210525,.51049304,.54476535,.33260256,.4343521,.31530157,.55292314,.41186559,.2670103,.39634502,.28101939,.51369184,.43652672,.13864163,.33896923,.41833705,.48648593,.29731745,.50265157,.49423218,.42318368,.35622361,.35547274,.26234454,.61769086,.51348746,.31441683,.44904658,.2476913,.74935067,.35130483,.25588858,.54290277,.50554961,.29908818,.62270486,.50406981,.44112533,.53688687,.37663412,.53640974,.50591451,.23708923,.42119151,.50457579,.47880894,.43714318,.27727744,.33518314,.66760767,.51443946,.29259256,.53736603,.45290706,.39578316,.33308798,.41134486,.37180984,.57469529,.77536863,.36734304,.46283957,.3731128,.37245503,.37380913,1
.20865875,.1,.81366122,.35734168,.48591584,.35100919,.69666517,.4552353,.37483779,.6414634,.66275775,.60364521,.3080942,.57541168,.55189955,.4433946,.40605474,.14833327,.31514874,.4682503,.17976373,.43216845,.40460089,.36085692,.38012984,.30369359,.45105094,.65457189,.53671443,.17585163,.29377198,.58025301,.16526419,.40312952,.60486192,.42185083,.34743434,.16648039,.46931368,.58284539,.57365042,.38833588,.37952629,.44856012,.36070612,.47501141,.47073171,.39467427,.3878217,.34514838,.38053936,.38096571,.34291166,.45495659,.3176682,.51841211,.44338468,.35222042,.3868041,.36471272,.47557196,.65374267,.53886735,.37732184,.45692703,.44076639,.20703274,.40168899,.25838232,.58853662,.40337914,.32022089,.39974344,.43532145,.45775354,.47020441,.41283816,.50965965,.55132949,.3975707,.3690649,.44810337,.45479724,.43951279,.46191013,.46191013,.46403992,.40913257,.43273208,.60244334,.48643333,.83772904,.49886256,.55635631,.56498563,.64375943,.64864814,.43790609,.57860023,.6751495,.52268231,.55969232,.65334737,.32350516,.85952771,.64257348,.54352081,.70627862,.30395147,.46116751,.52939862,.7960453,.60730255,.37724108,.79442048,.7159937,.66356075,.67231923,.60278291,.77113587,.54393059,.46644825,.48565981,.57339698,.60011798,.80821896,.50054693,.58470255,.65178758,.74409449,.64356005,.33953491,.65603703,.78698492,.51218492,.53910297,.66524351,.37323946,.74372631,.62875855,.66344059,.67272907,.58732116,.50953972,.46136707,.70792329,.67540747,.45936698,.80930239,.7317462,.70430088,.70040172,.67485559,.52788883,.74200863,.50380474,.45166048,.68484765,.67020208,.68513197,0
.23337862,.1,.42349726,.60308361,.40841383,.34572476,.37692499,.50747579,.31427541,.55487806,.55668825,.43324128,.34135395,.44618881,.51943421,.27876306,.36524218,.13310498,.39744097,.24487804,.19547479,.18995003,.20729175,.29856956,.26017326,.23178233,.20603974,.34557787,.3002148,.1624791,.18858148,.36208293,.11818271,.11218611,.2999064,.25887203,.29908797,.13402127,.25737903,.17417055,.21895558,.33061621,.23921749,.25742465,.26053947,.28344387,.26390243,.18844926,.25590342,.14572039,.23109701,.30259106,.22487134,.35172385,.41721699,.24567658,.25413454,.49509186,.21862578,.12439732,.28880507,.56176054,.37954962,.34098911,.19578551,.19505881,.1590599,.22132398,.25533649,.53614277,.31517604,.21282093,.27998376,.27328062,.32022604,.36123019,.18484819,.23595119,.22174166,.28388754,.26670614,.39880446,.3945049,.25596571,.21064284,.21064284,.21432011,.28067973,.30732656,.48166361,.84835887,.56648916,.36919433,.72460818,.61449134,.58721805,.68682921,.43617335,.36353207,.64644521,.46939689,.53569233,.64042002,.80680406,.56273109,.49853045,.58361858,.66774261,.23533231,.39575547,.60482562,.50550544,.56915057,.69529235,.60095316,.63172418,.55609119,.69643319,.59603047,.67914331,.68766856,.61533415,.55644548,.59134227,.59681219,.50300276,.36558786,.70373493,.72014415,.57103646,.72650671,.42325586,.50691462,.66455197,.46999815,.59458411,.68912232,.74413145,.67498934,.63202655,.59255528,.58182067,.2841844,.39821336,.53922737,.54187906,.52725929,.57452786,.52034891,.61467642,.57061225,.63595307,.53814328,.69288158,.80722928,.53069121,.66288602,.57265025,.59111869,.57308286,0
.16764006,.1,.68343484,.65144765,.64741397,.60348624,.55727845,.79858142,.49552992,.72174394,.69870359,.71031147,.58241355,.76342791,.88142264,.54743755,.53929561,.15936826,.39130393,.48527867,.20453885,.52564591,.49078372,.67775393,.64916539,.41337472,.44390774,.36329091,.48101544,.20645292,.35190359,.35441563,.16844444,.44882745,.59741002,.42415279,.4481841,.17636506,.52784801,.48558864,.40225425,.53126079,.51456708,.34339529,.28408912,.42815861,.65024388,.57225692,.54372513,.49058276,.55488878,.51923043,.35192862,.52545702,.34674987,.40916365,.43014437,.48478866,.50317752,.38170615,.42370942,.71865356,.5795626,.5629757,.48314202,.23452768,.23347111,.36691982,.43068835,.66193992,.55745775,.27312338,.41383281,.4032411,.65585858,.38933665,.47606334,.36287183,.50813562,.55553049,.37207547,.48380256,.53364104,.54449618,.53146547,.53146547,.51569432,.503236,.52460307,.60727453,.89693654,.63858342,.6035071,.49271864,.56967556,.54812026,.73405325,.42231041,.62031919,.76710963,.73510343,.7147693,.65334737,.45505157,.62906063,.66224211,.65599024,.68701053,.31746739,.54311222,.52227163,.65044743,.52026832,.66167712,.66373008,.557055,.50170088,.66334659,.60109478,.767784,.58285159,.45910883,.61441648,.85603416,.79090899,.71295261,.50271207,.55785108,.74983996,.64795125,.79807794,.69651169,.63922417,.67030734,.70029604,.60481852,.76240546,.55680752,.66147697,.68376935,.55010641,.61896002,.47527567,.6347816,.75794959,.67907661,.63214821,.72930062,.60988379,.56512588,.58813453,.81631297,.6378293,.76504147,.80610478,.76150918,.77467668,.69323605,.65191799,.69350934,1
.56044143,.89999998,.56677592,.54524273,.42262253,.49271932,.33066258,.55616748,.70028841,.5756098,.6450206,.51207626,.43203828,.57767767,.59264356,.51528847,.49488202,.18033475,.50986052,.51382625,.32962289,.602368,.50149661,.53194487,.53406256,.35927635,.71213424,.54361945,.57296294,.22604521,.32422188,.39832845,.12329876,.62400281,.26837903,.66125476,.34371537,.1590001,.46305656,.4784663,.63157594,.44533226,.55786753,.51501399,.30909044,.38073903,.61121953,.66773146,.54201186,.51801503,.46702221,.59834445,.33853978,.72890109,.4474172,.48370966,.45763242,.61186182,.52269822,.44373214,.70216191,.71042758,.66643697,.55646521,.3046785,.50358301,.31385225,.47665995,.3088558,.78151202,.51833838,.3686389,.33486679,.51844931,.59364378,.50348842,.45393452,.4497295,.46588078,.40315515,.49249753,.50930202,.55219257,.53754365,.55023533,.55023533,.57901001,.57283264,.59254867,.49562037,.37089711,.39038998,.28047395,.47471386,.45972073,.32436085,.51802874,.13003606,.19377935,.21428566,.39882997,.39046162,.4263441,.61917531,.42388865,.38051918,.38166255,.43600598,.19513115,.35693961,.29064593,.50616145,.33427721,.41861367,.42346531,.35598141,.30773109,.43342257,.36757094,.43631282,.34932563,.46644825,.38680401,.36882153,.53919709,.46538165,.2133079,.4734211,.48089653,.37050888,.54070604,.23081397,.3219735,.27527797,.28119543,.41952223,.50385594,.72863853,.31661743,.40871543,.32014111,.29412881,.23813824,.36710751,.35497767,.56368983,.39688891,.53859109,.36337215,.4083069,.33179,.54312789,.41965923,.45650899,.66910398,.51344329,.40400228,.33451807,.3479434,.33526546,0
.21409169,.89999998,.40163934,.56975162,.44579071,.64752293,.44037345,.40029272,.49008596,.43292683,.4818503,.48093587,.57446653,.3481999,.35079491,.40633366,.40905565,.15671986,.25628886,.60297483,.2136029,.48801976,.39724576,.47208434,.3510074,.47753412,.51462525,.48039374,.43017906,.19637688,.25709373,.21570683,.14376296,.66360766,.42544261,.58713162,.2918191,.16688111,.28038907,.30212703,.32290417,.51216555,.33172879,.33113682,.31909099,.41701218,.42000002,.59326136,.46320358,.3625657,.39576036,.30628797,.27186888,.52344275,.44629866,.36520725,.34293097,.53447312,.33875316,.420791,.50551641,.6151551,.45199302,.38446236,.3561002,.35404605,.1995703,.37235251,.41676465,.63107425,.31886655,.26079878,.25770289,.33486551,.35624516,.44407034,.40449244,.44217667,.33629924,.35608631,.54066634,.49740225,.5661062,.4217838,.42308047,.42308047,.40228704,.35314935,.380588,.56272018,.88074404,.72486013,.52464449,.36202854,.53371876,.62511277,.53762162,.58981943,.441935,.46890363,.46075612,.50861537,.55096328,.48762888,.64592409,.73802376,.40268943,.45996076,.19894335,.52514184,.69450623,.60716164,.65022361,.54186928,.73563844,.6599918,.63407218,.53997272,.56170523,.4553073,.66339099,.54089123,.74256295,.63037306,.83388424,.66076857,.55900514,.42691544,.59967983,.68091458,.49662584,.49069768,.45062825,.50915635,.42504507,.53102314,.66071481,.51643193,.56512785,.70664519,.59173095,.65499079,.50213593,.6077686,.792422,.79094541,.64874071,.50306284,.5930233,.76768386,.58294278,.59218585,.61333501,.41438326,.64623928,.45561191,.66994655,.61493886,.60770571,.61531556,0
.18122241,.89999998,.50655735,.80307567,.84236991,.54124773,.64370823,.51882458,.61968279,.57804883,.75880963,.83401477,.61479032,.62991804,.69961679,.65748632,.54720283,.2483103,.61446929,.7457127,.26254883,.52153057,.63676685,.54731452,.61033553,.52454031,.66391778,.47276729,.67463571,.24627098,.35259563,.44154423,.1801284,.45644376,.61861932,.60738885,.46322897,.22565484,.5538857,.65603358,.51493132,.64670014,.64421141,.52324003,.42695439,.67243558,.59170735,.63717961,.65337145,.58463615,.46079546,.61165339,.2562941,.76717275,.31878671,.5662244,.66515994,.62857592,.63006204,.43226159,.5975107,.6930781,.55185521,.70032597,.44886091,.38962361,.23368432,.55489057,.66086483,.6985119,.52848727,.61439538,.50377542,.64466321,.60674161,.63095373,.63766688,.71588516,.5161171,.53339219,.37207547,.53820133,.67509615,.64078885,.72086215,.72086215,.71361327,.73381436,.74971139,.55983621,.68687093,.67049396,.4836967,.63272154,.58739352,.49639097,.64613634,.41480139,.50954831,.50504982,.65085512,.61938471,.61170954,.69010305,.53856009,.59050977,.61638135,.7005502,.22320268,.54383099,.55612475,.5002588,.59538007,.53669769,.54217088,.5901227,.51087523,.67849338,.48686513,.62513959,.66184962,.57234597,.65164006,.60839015,.45135775,.47509032,.49332985,.73058647,.70445573,.64795125,.71750116,.50232559,.47328895,.51857418,.60485739,.48846963,.62489665,.68403757,.6338647,.66906357,.40009323,.48093444,.32178873,.55947268,.53803861,.55946839,.59600002,.59453809,.4715116,.54552352,.56022871,.64749616,.64181674,.87854701,.7883004,.57178193,.56109774,.56717074,.58641851,.56761056,1
.29273346,.89999998,.584153,.50504822,.78712916,.49955964,.62472367,.66509795,.66928625,.54268295,.5177961,.7890985,.50529802,.68447077,.75859547,.52500379,.56390321,.15009886,.5996846,.66357583,.22931394,.53064317,.50741267,.53012478,.49176574,.41535395,.6124869,.6759752,.50798082,.2014149,.27647093,.49451846,.16830617,.46101356,.54639304,.49827594,.47185019,.182376,.45114785,.71473145,.51096386,.60113198,.57058781,.56162846,.42603219,.47312221,.70878047,.59708035,.55400449,.41743013,.4185918,.47117049,.59374726,.66796863,.5525586,.54848754,.4793638,.53630483,.43035027,.40039891,.53484344,.65852869,.579274,.52916318,.51238179,.48023525,.30489734,.5103426,.47985649,.64248675,.52092171,.42497987,.48034775,.72263944,.57481563,.53344399,.45444033,.47452253,.50860512,.51703775,.67915171,.72689712,.70988023,.51633835,.62591255,.62591255,.61145431,.64481509,.6628235,.3845031,.35295409,.46366614,.36085305,.32338029,.36592034,.4720301,.40474156,.55747283,.39338273,.40857148,.35454547,.44092315,.46771151,.34474233,.40309042,.39382425,.42665035,.46855325,.20067614,.50609332,.47980702,.49107698,.44813713,.3821972,.48966664,.46691853,.37817624,.50800771,.41089955,.44096833,.36300582,.40747055,.34042722,.54715216,.39586776,.49754158,.26238388,.35660329,.39937305,.54246813,.53572929,.38168606,.51166606,.36631787,.38942853,.38504845,.60575241,.4629108,.48493475,.49558887,.54722154,.54190964,.37819514,.56356561,.44650814,.69279641,.37111115,.43711081,.53459299,.53708369,.4693723,.53759682,.51023114,.55792302,.61128628,.4776791,.49166983,.46216875,.41270134,.4627474,1
.15650254,.89999998,.65642226,.60896575,.75662303,.57882565,.66629839,.73379838,.56243694,.69187504,.67395401,.7747438,.61832225,.79221219,.76673067,.51917458,.62752271,.19975632,.49172834,.57392645,.27825987,.50359935,.55490118,.57502025,.70047629,.27070677,.69177622,.55370605,.62910402,.23126981,.43910098,.72872025,.16526419,.52042085,.68683302,.55444378,.50548977,.21857527,.49151635,.6467008,.58158547,.71642667,.65320557,.54340202,.39990175,.63011688,.5660513,.38130784,.54715157,.62822092,.32795781,.48965508,.45985898,.64480418,.37247595,.64128453,.44338468,.59812415,.76520532,.37802422,.59010178,.7363022,.68613803,.5056414,.65656418,.53526926,.2959424,.59291935,.43416926,.69436187,.56871378,.45535114,.50377542,.65004891,.63621181,.64118546,.63779336,.54890168,.57715189,.64767373,.51959246,.44130352,.78564566,.68841374,.69112515,.69112515,.6953494,.58849442,.60783887,.5804345,.39584249,.5611707,.59516573,.5603919,.57697129,.70751882,.63357669,.43328518,.4894082,.72139525,.62997299,.5141539,.60422361,.6439175,.66840863,.5436523,.54352081,.5615083,.27588001,.54814392,.34528586,.5186224,.67049181,.26217383,.6996842,.58105576,.6779775,.4984743,.54876292,.60912478,.37090558,.55819136,.30381382,.59537983,.37107438,.68321979,.55395305,.65335381,.55429566,.54081994,.66062337,.34127909,.54419512,.45578811,.46723184,.36080903,.69570959,.41502348,.76311362,.58954304,.77512628,.60399342,.48218262,.5152697,.38469547,.56157911,.66414815,.23312914,.63488376,.56784856,.65562785,.61430997,.57573915,.57586551,.62337458,.13348129,.14982563,.5425517,.61180079,.54302412,0
