0.130756 , 0.608675 , 0.993683 , 0.822411 , 0.261101 , 0.322459 , 0.563691 , 0.956864 , 0.011680 , 0.298568 , 0
0.025493 , 0.453646 , 0.427363 , 0.690928 , 0.434133 , 0.480061 , 0.380429 , 0.869308 , 0.461190 , 0.221957 , 0
0.425133 , 0.211933 , 0.958896 , 0.157080 , 0.042173 , 0.795116 , 0.520110 , 0.493383 , 0.280347 , 0.790699 , 0
0.271885 , 0.573376 , 0.725450 , 0.636000 , 0.251495 , 0.880865 , 0.697502 , 0.908736 , 0.120775 , 0.870884 , 1
0.949999 , 0.626657 , 0.218816 , 0.643786 , 0.107184 , 0.441799 , 0.321383 , 0.482375 , 0.284152 , 0.746575 , 0
0.688234 , 0.147529 , 0.512758 , 0.921210 , 0.783495 , 0.192654 , 0.939718 , 0.846290 , 0.589005 , 0.405309 , 1
0.033000 , 0.635458 , 0.147369 , 0.838816 , 0.983589 , 0.180324 , 0.705882 , 0.750919 , 0.688607 , 0.419518 , 1
0.843873 , 0.981575 , 0.330017 , 0.594578 , 0.079968 , 0.025367 , 0.342185 , 0.110575 , 0.442264 , 0.132342 , 0
0.272614 , 0.819468 , 0.796389 , 0.906956 , 0.203219 , 0.498123 , 0.953451 , 0.654708 , 0.678283 , 0.901618 , 1
0.487521 , 0.764351 , 0.443351 , 0.402085 , 0.849113 , 0.038309 , 0.867299 , 0.688928 , 0.805477 , 0.650456 , 1
0.207808 , 0.636454 , 0.884788 , 0.631775 , 0.236398 , 0.141905 , 0.990441 , 0.334086 , 0.975531 , 0.750960 , 1
0.382321 , 0.665984 , 0.188422 , 0.811968 , 0.752407 , 0.698936 , 0.020660 , 0.236141 , 0.817006 , 0.419486 , 0
0.299409 , 0.160729 , 0.378962 , 0.222201 , 0.528796 , 0.472692 , 0.542325 , 0.849952 , 0.149903 , 0.416957 , 0
0.800087 , 0.061296 , 0.199190 , 0.794370 , 0.984192 , 0.315073 , 0.433100 , 0.107290 , 0.218291 , 0.820838 , 0
0.823250 , 0.360297 , 0.516261 , 0.796020 , 0.710874 , 0.657110 , 0.053778 , 0.854558 , 0.562220 , 0.223181 , 1
0.008273 , 0.043229 , 0.554925 , 0.620485 , 0.491851 , 0.543261 , 0.590550 , 0.369399 , 0.486694 , 0.870315 , 0
0.381127 , 0.607672 , 0.149661 , 0.353240 , 0.908198 , 0.087431 , 0.456591 , 0.930620 , 0.930038 , 0.150818 , 0
0.790701 , 0.317302 , 0.887160 , 0.503135 , 0.182716 , 0.899774 , 0.501023 , 0.697409 , 0.360688 , 0.077818 , 1
0.893759 , 0.412554 , 0.799864 , 0.310720 , 0.265743 , 0.345052 , 0.292021 , 0.001259 , 0.154950 , 0.245174 , 0
0.632079 , 0.359344 , 0.489578 , 0.344216 , 0.244189 , 0.089960 , 0.960351 , 0.611979 , 0.538028 , 0.633273 , 0
0.414329 , 0.624780 , 0.670683 , 0.162092 , 0.275389 , 0.466765 , 0.923538 , 0.907491 , 0.200969 , 0.678555 , 1
0.479825 , 0.410527 , 0.720886 , 0.928323 , 0.318489 , 0.842257 , 0.821546 , 0.718455 , 0.066043 , 0.978201 , 1
0.627729 , 0.241810 , 0.096900 , 0.601427 , 0.191350 , 0.017894 , 0.739407 , 0.213825 , 0.754139 , 0.812897 , 0
0.356410 , 0.189416 , 0.510709 , 0.485616 , 0.750243 , 0.333289 , 0.585012 , 0.303874 , 0.211917 , 0.681419 , 0
0.616339 , 0.811080 , 0.813339 , 0.790475 , 0.514390 , 0.360524 , 0.321027 , 0.497113 , 0.971443 , 0.042795 , 1
0.247945 , 0.206114 , 0.161258 , 0.268693 , 0.918081 , 0.190512 , 0.939390 , 0.331517 , 0.801968 , 0.671078 , 0
0.804042 , 0.529288 , 0.746315 , 0.320447 , 0.749495 , 0.760915 , 0.703686 , 0.847036 , 0.136193 , 0.998034 , 1
0.951911 , 0.775057 , 0.385785 , 0.892582 , 0.630036 , 0.021219 , 0.627940 , 0.793534 , 0.918226 , 0.630719 , 1
0.500969 , 0.781740 , 0.702551 , 0.766332 , 0.745625 , 0.711312 , 0.012982 , 0.184712 , 0.451599 , 0.024162 , 0
0.092582 , 0.025197 , 0.478251 , 0.961609 , 0.764292 , 0.454967 , 0.626359 , 0.208578 , 0.571799 , 0.225653 , 0
0.552245 , 0.587940 , 0.504227 , 0.544012 , 0.205319 , 0.790924 , 0.057563 , 0.453803 , 0.064638 , 0.374012 , 0
0.026369 , 0.190965 , 0.554721 , 0.203203 , 0.226650 , 0.302194 , 0.972897 , 0.481157 , 0.804454 , 0.450225 , 0
0.927748 , 0.662917 , 0.647656 , 0.156631 , 0.501748 , 0.871601 , 0.993967 , 0.602679 , 0.226721 , 0.497202 , 1
0.477769 , 0.857803 , 0.093097 , 0.679705 , 0.805909 , 0.905367 , 0.501275 , 0.924838 , 0.760029 , 0.803813 , 1
0.679818 , 0.701377 , 0.042277 , 0.554257 , 0.400289 , 0.657258 , 0.529149 , 0.415419 , 0.947155 , 0.838807 , 1
0.826725 , 0.768436 , 0.108409 , 0.026324 , 0.434868 , 0.820547 , 0.928631 , 0.496055 , 0.192155 , 0.544865 , 1
0.547829 , 0.363022 , 0.303753 , 0.181764 , 0.910713 , 0.351367 , 0.425509 , 0.524722 , 0.996501 , 0.187989 , 0
0.531833 , 0.512649 , 0.094598 , 0.916044 , 0.955296 , 0.668128 , 0.235215 , 0.266589 , 0.568242 , 0.439001 , 1
0.288707 , 0.303000 , 0.521947 , 0.357679 , 0.516264 , 0.851861 , 0.232992 , 0.901084 , 0.522470 , 0.148797 , 0
0.836014 , 0.886518 , 0.708028 , 0.823085 , 0.588737 , 0.907808 , 0.527666 , 0.481006 , 0.262558 , 0.818165 , 1
0.897574 , 0.521170 , 0.307686 , 0.278341 , 0.069026 , 0.115668 , 0.031501 , 0.435778 , 0.120981 , 0.331384 , 0
0.566866 , 0.320313 , 0.502497 , 0.472713 , 0.882052 , 0.642260 , 0.465729 , 0.501884 , 0.160329 , 0.641656 , 1
0.311891 , 0.954000 , 0.882577 , 0.464300 , 0.491279 , 0.933168 , 0.762035 , 0.527012 , 0.485904 , 0.586290 , 1
0.768725 , 0.958887 , 0.017442 , 0.144957 , 0.284958 , 0.284456 , 0.860333 , 0.610544 , 0.420656 , 0.967607 , 1
0.566903 , 0.934800 , 0.191933 , 0.824585 , 0.797160 , 0.861906 , 0.046243 , 0.209926 , 0.223573 , 0.598960 , 1
0.724616 , 0.619614 , 0.859029 , 0.708450 , 0.920537 , 0.473444 , 0.172715 , 0.820903 , 0.908994 , 0.466109 , 1
0.887004 , 0.870172 , 0.976953 , 0.646070 , 0.506341 , 0.077865 , 0.673305 , 0.233942 , 0.867981 , 0.157110 , 1
0.546426 , 0.774806 , 0.171019 , 0.321382 , 0.473453 , 0.331074 , 0.356508 , 0.827084 , 0.792878 , 0.899285 , 1
0.290348 , 0.877717 , 0.794752 , 0.389817 , 0.653921 , 0.454341 , 0.104815 , 0.620794 , 0.689194 , 0.289149 , 1
0.728518 , 0.207657 , 0.086482 , 0.505731 , 0.816908 , 0.767715 , 0.986145 , 0.146269 , 0.351320 , 0.631210 , 1
0.754603 , 0.612351 , 0.786100 , 0.984908 , 0.344829 , 0.536499 , 0.935929 , 0.163068 , 0.686119 , 0.609371 , 1
0.698988 , 0.895265 , 0.715504 , 0.467367 , 0.030378 , 0.570957 , 0.068761 , 0.661869 , 0.033176 , 0.581445 , 0
0.338507 , 0.282986 , 0.148947 , 0.358296 , 0.884881 , 0.191265 , 0.587601 , 0.814010 , 0.074378 , 0.066580 , 0
0.001958 , 0.908231 , 0.644669 , 0.947107 , 0.029560 , 0.819431 , 0.178121 , 0.684768 , 0.893976 , 0.055001 , 1
0.407230 , 0.316907 , 0.247691 , 0.946714 , 0.430053 , 0.894957 , 0.546234 , 0.547525 , 0.248701 , 0.910722 , 1
0.505053 , 0.433054 , 0.346434 , 0.509141 , 0.138230 , 0.233375 , 0.327778 , 0.961044 , 0.259566 , 0.519694 , 0
0.498424 , 0.014514 , 0.933091 , 0.460776 , 0.265128 , 0.011404 , 0.663455 , 0.691229 , 0.490813 , 0.097282 , 0
0.023942 , 0.388745 , 0.635420 , 0.503917 , 0.328026 , 0.136419 , 0.801078 , 0.714690 , 0.802455 , 0.868440 , 1
0.877956 , 0.810571 , 0.270442 , 0.323214 , 0.258133 , 0.433072 , 0.644728 , 0.940399 , 0.279480 , 0.224503 , 1
0.218265 , 0.371471 , 0.318068 , 0.769513 , 0.201636 , 0.899550 , 0.731272 , 0.496381 , 0.678330 , 0.692824 , 1
0.300213 , 0.684398 , 0.678438 , 0.505952 , 0.528055 , 0.013786 , 0.695850 , 0.159076 , 0.583792 , 0.792979 , 0
0.605943 , 0.078119 , 0.952302 , 0.335769 , 0.277443 , 0.988888 , 0.238576 , 0.739299 , 0.391533 , 0.495548 , 1
0.669677 , 0.259693 , 0.665857 , 0.053764 , 0.617177 , 0.889567 , 0.958154 , 0.691122 , 0.680151 , 0.303844 , 1
0.710231 , 0.846124 , 0.803976 , 0.420323 , 0.367887 , 0.068713 , 0.860402 , 0.774443 , 0.062820 , 0.813097 , 1
0.721272 , 0.414512 , 0.707328 , 0.064685 , 0.163529 , 0.426900 , 0.900263 , 0.721380 , 0.229346 , 0.610407 , 0
0.116033 , 0.166670 , 0.223281 , 0.689103 , 0.756300 , 0.131946 , 0.616068 , 0.247594 , 0.312913 , 0.127551 , 0
0.750317 , 0.579294 , 0.190112 , 0.204799 , 0.064820 , 0.422219 , 0.232558 , 0.596249 , 0.149453 , 0.854063 , 0
0.231582 , 0.192273 , 0.523958 , 0.166006 , 0.058872 , 0.455863 , 0.696925 , 0.214956 , 0.758692 , 0.340787 , 0
0.603348 , 0.462562 , 0.275834 , 0.946919 , 0.874547 , 0.517048 , 0.027006 , 0.891686 , 0.568627 , 0.914054 , 1
0.499274 , 0.299054 , 0.204792 , 0.938345 , 0.771562 , 0.650551 , 0.810117 , 0.630896 , 0.473612 , 0.990584 , 1
0.738448 , 0.094040 , 0.528807 , 0.665299 , 0.687291 , 0.296932 , 0.529649 , 0.818670 , 0.385662 , 0.829301 , 1
0.059873 , 0.278918 , 0.776361 , 0.301200 , 0.270016 , 0.164458 , 0.037931 , 0.511676 , 0.745008 , 0.346639 , 0
0.968624 , 0.655185 , 0.698339 , 0.986942 , 0.530230 , 0.569739 , 0.604355 , 0.390357 , 0.725489 , 0.299191 , 1
0.500587 , 0.364657 , 0.792380 , 0.538900 , 0.284306 , 0.337573 , 0.588377 , 0.845494 , 0.225432 , 0.842828 , 1
0.411720 , 0.783298 , 0.892885 , 0.714406 , 0.019135 , 0.603083 , 0.017137 , 0.022942 , 0.590281 , 0.847714 , 0
0.529595 , 0.895417 , 0.267409 , 0.336257 , 0.479760 , 0.326222 , 0.818028 , 0.588959 , 0.635962 , 0.605350 , 1
0.121076 , 0.922101 , 0.753844 , 0.857655 , 0.600461 , 0.946484 , 0.555632 , 0.507550 , 0.398297 , 0.175666 , 1
0.426121 , 0.822408 , 0.208930 , 0.491563 , 0.698613 , 0.595085 , 0.585275 , 0.716632 , 0.426081 , 0.141443 , 1
0.237522 , 0.028084 , 0.009285 , 0.050525 , 0.165432 , 0.411619 , 0.085931 , 0.240468 , 0.543339 , 0.895824 , 0
0.110168 , 0.586725 , 0.080667 , 0.768216 , 0.401809 , 0.203709 , 0.731855 , 0.283467 , 0.233923 , 0.549573 , 0
0.673737 , 0.499497 , 0.052839 , 0.068732 , 0.185846 , 0.510287 , 0.398933 , 0.861533 , 0.781305 , 0.394357 , 0
0.963604 , 0.296207 , 0.345973 , 0.761591 , 0.067151 , 0.612379 , 0.261333 , 0.222479 , 0.211203 , 0.689809 , 0
0.628119 , 0.802780 , 0.329305 , 0.632709 , 0.935343 , 0.317292 , 0.728653 , 0.468311 , 0.908125 , 0.858652 , 1
0.366164 , 0.117009 , 0.566075 , 0.030708 , 0.103652 , 0.077333 , 0.732288 , 0.570936 , 0.724588 , 0.156098 , 0
0.533527 , 0.983243 , 0.366474 , 0.333808 , 0.314905 , 0.603507 , 0.146138 , 0.136473 , 0.700242 , 0.959632 , 1
0.542317 , 0.723447 , 0.973095 , 0.812529 , 0.179355 , 0.411670 , 0.942903 , 0.365194 , 0.814909 , 0.167969 , 1
0.057130 , 0.179709 , 0.372053 , 0.096983 , 0.999655 , 0.206428 , 0.442336 , 0.337376 , 0.277392 , 0.126532 , 0
0.615851 , 0.611267 , 0.568097 , 0.004726 , 0.432772 , 0.601611 , 0.278164 , 0.099991 , 0.545745 , 0.329657 , 0
0.545781 , 0.943495 , 0.317581 , 0.580125 , 0.164728 , 0.580090 , 0.571630 , 0.383429 , 0.289103 , 0.959131 , 1
0.122318 , 0.794073 , 0.987212 , 0.068099 , 0.546985 , 0.171059 , 0.992548 , 0.759551 , 0.776689 , 0.815871 , 1
0.347062 , 0.075820 , 0.304438 , 0.691872 , 0.299593 , 0.253429 , 0.377476 , 0.243741 , 0.549527 , 0.905297 , 0
0.330231 , 0.188674 , 0.046879 , 0.901873 , 0.783619 , 0.276245 , 0.850442 , 0.384402 , 0.637676 , 0.428624 , 0
0.880299 , 0.182499 , 0.264347 , 0.883053 , 0.469197 , 0.787908 , 0.368368 , 0.162118 , 0.717876 , 0.350231 , 1
0.337245 , 0.068650 , 0.795037 , 0.193032 , 0.288336 , 0.063889 , 0.781079 , 0.595273 , 0.758946 , 0.605101 , 0
0.940284 , 0.356440 , 0.679965 , 0.167732 , 0.071606 , 0.481862 , 0.650963 , 0.727852 , 0.013374 , 0.773505 , 0
0.300841 , 0.232364 , 0.337794 , 0.312124 , 0.867404 , 0.459706 , 0.282347 , 0.399445 , 0.469357 , 0.486057 , 0
0.152368 , 0.852550 , 0.809507 , 0.388096 , 0.735690 , 0.747134 , 0.085042 , 0.308241 , 0.598905 , 0.788606 , 1
0.094766 , 0.729311 , 0.528622 , 0.557245 , 0.611637 , 0.777750 , 0.637359 , 0.096745 , 0.999833 , 0.189042 , 1
0.230322 , 0.014454 , 0.925368 , 0.655175 , 0.523842 , 0.220417 , 0.553966 , 0.506398 , 0.026029 , 0.476338 , 0
0.818726 , 0.331464 , 0.907922 , 0.451849 , 0.230061 , 0.631468 , 0.080949 , 0.517797 , 0.607762 , 0.649984 , 1
0.278765 , 0.204068 , 0.776371 , 0.468770 , 0.625598 , 0.430011 , 0.195906 , 0.590997 , 0.880146 , 0.618917 , 1
0.141076 , 0.070531 , 0.407934 , 0.149923 , 0.754172 , 0.368765 , 0.827813 , 0.057425 , 0.136329 , 0.278653 , 0
0.326452 , 0.677155 , 0.951528 , 0.331099 , 0.774851 , 0.916473 , 0.164165 , 0.124787 , 0.297489 , 0.903104 , 1
0.470622 , 0.745528 , 0.084702 , 0.593707 , 0.441363 , 0.984130 , 0.279840 , 0.272173 , 0.413296 , 0.272091 , 0
0.034509 , 0.996878 , 0.533688 , 0.685837 , 0.863938 , 0.208063 , 0.919810 , 0.253163 , 0.913401 , 0.536299 , 1
0.585406 , 0.915200 , 0.758450 , 0.277344 , 0.315281 , 0.934883 , 0.585990 , 0.730022 , 0.483965 , 0.999354 , 1
0.144873 , 0.877072 , 0.951747 , 0.018923 , 0.038313 , 0.922318 , 0.399578 , 0.710892 , 0.960883 , 0.561487 , 1
0.919534 , 0.608440 , 0.050734 , 0.690131 , 0.032963 , 0.010045 , 0.831181 , 0.661914 , 0.792897 , 0.217615 , 0
0.458343 , 0.368592 , 0.930217 , 0.164431 , 0.599866 , 0.947061 , 0.248309 , 0.322805 , 0.388044 , 0.852649 , 1
0.470036 , 0.892144 , 0.272506 , 0.004275 , 0.842571 , 0.097763 , 0.102171 , 0.194448 , 0.092489 , 0.455736 , 0
0.547906 , 0.648323 , 0.360087 , 0.977012 , 0.645928 , 0.116466 , 0.435802 , 0.520909 , 0.912358 , 0.998830 , 1
0.342054 , 0.908329 , 0.287134 , 0.861940 , 0.629292 , 0.512067 , 0.308866 , 0.116488 , 0.818269 , 0.641077 , 1
0.588848 , 0.772127 , 0.144179 , 0.224806 , 0.310484 , 0.301789 , 0.165349 , 0.019199 , 0.671891 , 0.475175 , 0
0.263768 , 0.145547 , 0.205491 , 0.690875 , 0.543430 , 0.427468 , 0.449921 , 0.815094 , 0.287435 , 0.914879 , 0
0.371451 , 0.976236 , 0.593540 , 0.627979 , 0.437738 , 0.056644 , 0.016000 , 0.910628 , 0.918586 , 0.671096 , 1
