0.0336561,1
0.572013,1
0.882145,0
0.487478,0
0.51611,0
0.0327679,1
0.52801,0
0.650459,0
0.633985,0
0.83716,0
0.219413,1
0.521522,0
0.527671,1
0.886311,0
0.0319483,1
0.862408,0
0.839376,0
0.531477,1
0.439578,1
0.808258,0
0.978512,1
0.097152,1
0.961844,1
0.331991,1
0.460166,0
0.480439,1
0.326867,1
0.168029,0
0.589477,0
0.348958,1
0.218078,0
0.0822213,1
0.689282,1
0.594638,0
0.534703,1
0.578834,0
0.445439,0
0.45309,0
0.188565,0
0.253892,0
0.864058,0
0.499043,0
0.253008,0
0.0375575,0
0.210251,1
0.21401,1
0.943106,1
0.138669,1
0.629163,0
0.524171,1
0.696515,0
0.348564,0
0.887885,1
0.100092,0
0.994586,0
0.637166,1
0.446945,1
0.027281,1
0.562674,1
0.0404957,1
0.214339,0
0.357771,0
0.39804,1
0.0502995,0
0.929278,0
0.429229,0
0.764949,1
0.0987697,0
0.895542,0
0.183544,1
0.768266,0
0.901163,1
0.120829,1
0.241675,1
0.27431,0
0.469105,0
0.755467,0
0.349572,0
0.525886,1
0.629505,0
0.742682,0
0.323455,0
0.0764929,1
0.253948,0
0.146508,0
0.596639,1
0.674305,0
0.867838,1
0.860067,0
0.975071,0
0.331044,1
0.202217,1
0.348395,0
0.678954,0
0.366912,1
0.37095,1
0.124283,1
0.125286,1
0.94684,1
0.132854,1
0.4681,0
0.167644,1
0.102978,1
0.770219,0
0.925208,1
0.158605,1
0.224177,1
0.804218,0
0.339699,0
0.208917,0
0.910753,0
0.33889,1
0.0780435,1
0.67161,1
0.303499,1
0.353274,0
0.937276,1
0.872645,1
0.398584,1
0.576772,1
0.94543,1
0.377085,1
0.181423,0
0.760297,0
0.989833,0
0.453577,0
0.569004,0
0.283346,0
0.674793,0
0.12212,0
0.961222,0
0.931993,0
0.61195,0
0.00318286,0
0.0134088,0
0.734864,1
0.722206,0
0.271073,1
0.388525,1
0.946629,1
0.904402,0
0.212171,1
0.111216,0
0.449772,0
0.456209,1
0.328645,1
0.222471,0
0.770697,0
0.568997,0
0.449193,1
0.169043,0
0.934283,0
0.761252,0
0.673776,0
0.920361,1
0.821729,1
0.531805,0
0.120447,0
0.127519,0
0.196668,0
0.26627,0
0.527283,0
0.311565,0
0.112715,0
0.078075,0
0.946158,0
0.352804,1
0.222515,1
0.590206,1
0.90435,0
0.926033,1
0.0559441,0
0.589679,1
0.973862,1
0.765087,1
0.171291,1
0.731481,0
0.038349,1
0.483283,1
0.843708,0
0.99368,1
0.786937,0
0.458549,1
0.614152,0
0.51087,0
0.217301,0
0.518847,0
0.74122,1
0.914556,1
0.295309,0
0.371736,1
0.0587223,1
0.474401,0
0.420888,1
0.961068,1
0.727076,1
0.903606,1
0.778975,0
0.329944,0
0.538277,1
0.62742,0
